"Time send/recv" Initialise Finalise nfields operation io_nodes servers_per_node client_nodes xios_version
0.0066398230001141 0.942362034000098 14.670459277999951 8 write 1 12 8 xios-2
0.0006389679999756 1.2229561740000463 1.2846179930000972 1 write 8 8 16 xios-2
0.016664234000018 1.059895215999859 2.046741871999984 8 write 8 12 8 xios-3
0.026810763999947 0.9159553239996968 19.86339788300029 16 write 4 1 8 xios-3
0.2919151159999273 0.978469184000005 3.484230644000036 16 write 8 12 1 xios-3
0.0038206859999831 0.9124293630000012 3.9741348890000263 4 write 4 12 8 xios-2
0.001480722999986 0.9987553200001004 7.015845000000013 1 write 8 1 8 xios-2
0.0253850550000152 0.8349306809999462 0.8633278570000584 1 write 8 8 1 xios-2
0.2248702219994811 0.8383735600000364 4.002267227999937 8 write 4 8 1 xios-2
0.5025621700006013 0.807433471999957 3.216529959999661 16 write 8 8 1 xios-2
1.323741051999832 3.648110288999988 89.04502320999995 16 write 1 1 16 xios-2
0.0678206829999794 0.990014226000028 5.991158925000036 4 write 4 1 1 xios-3
0.0254681159995016 0.9936441630002264 5.039222737999808 16 write 4 12 8 xios-3
0.0063945840001906 1.2895002279997243 8.498757158999979 16 write 4 8 16 xios-2
0.0040743619998693 0.9611381719999486 3.394126423999978 4 write 4 8 8 xios-2
0.001180483000013 0.9927854879999812 8.12417267699999 1 write 1 8 8 xios-2
0.9680116770014138 0.9100312929999744 5.487325101999886 32 write 8 12 1 xios-2
0.0976620260003073 0.7777067069996519 14.731671697000364 32 write 4 12 8 xios-2
0.4531235360009304 0.7731860610001604 7.6569554040002 16 write 4 8 1 xios-2
0.0096217979994435 1.1761932300000808 3.0870388460000413 8 write 8 1 16 xios-3
0.0066019910004797 0.9616374479999196 5.681907095000042 8 write 4 12 8 xios-2
0.5676248080021651 0.989839030999974 6.327567111000008 32 write 8 8 1 xios-3
0.0267726570000377 0.9366407289999188 9.207571400000234 16 write 4 12 8 xios-2
0.0149955340002634 0.989246310999988 12.051858884000012 8 write 1 8 8 xios-3
0.0097889709995797 1.008600787999967 23.084614474999853 16 write 1 8 16 xios-3
0.2894776669991188 0.8916676149997329 5.514205034000042 16 write 8 1 1 xios-3
0.0250439040009951 1.2981309739998323 9.148219129000154 32 write 8 1 16 xios-3
0.0008072639998317 1.0356236970001191 41.7986205430002 1 write 1 1 16 xios-2
0.0014846410000046 0.8677636070000005 2.064391659999984 1 write 1 12 8 xios-3
0.0037266740000632 3.071845792999966 63.51559500100007 8 write 1 1 16 xios-2
0.0055220089998329 1.0849542360001578 11.103359068999907 8 write 4 1 16 xios-3
0.0019814109996332 1.2854719960000691 12.7314214969997 4 write 1 8 16 xios-2
0.001209464999988 0.9905349010000464 30.623067741 1 write 4 1 8 xios-2
0.0127796350000153 0.8883859800000096 2.055631605999963 1 write 4 1 1 xios-3
0.0058177150000346 1.1339823399999889 1.0653429650000137 1 write 8 8 16 xios-3
0.0826033969988202 1.3032528779999666 3.688798673999827 16 write 8 8 16 xios-2
0.8437330509991625 1.0383252759997958 21.87012563999997 32 write 8 1 16 xios-2
0.0965475660000265 0.9160974819997136 6.726881159000186 32 write 8 8 8 xios-2
0.0061564200000248 1.0914394630001425 2.078460130999929 8 write 8 8 16 xios-3
0.0661273270001174 0.8647682499999974 1.7560487069999908 4 write 8 12 1 xios-3
0.2477732509992165 0.867519891000029 44.70171365800002 32 write 1 12 8 xios-2
0.0278817470009471 1.051484038999888 46.83951739200006 32 write 1 8 16 xios-3
0.5581573389997629 0.8841946089999055 46.42147381199993 32 write 1 8 1 xios-3
0.0123151940000525 0.9859200919999012 2.0417598069999485 1 write 8 1 1 xios-3
1.0108173230009925 0.9144768520000072 13.571017933999885 32 write 4 12 1 xios-2
0.9270081380000192 0.7907299700000294 69.16555495900002 32 write 4 1 1 xios-2
0.0019469800000706 0.984150146999923 1.062277391000066 1 write 8 12 8 xios-3
0.0061069939999924 1.0988614350000034 1.066221538999912 1 write 8 8 8 xios-3
0.0034944959998028 1.007306273999916 1.565271881000058 4 write 8 8 8 xios-2
0.0062677060000169 0.8709042800001043 2.238151790000302 8 write 8 8 8 xios-2
0.0068624760001512 0.9904936950001684 5.097158674999946 8 write 4 8 8 xios-2
0.0015609639999638 0.9223164449999786 2.2779851799999733 1 write 4 8 8 xios-2
0.0175086889996691 1.053322180000123 16.092181906000178 8 write 1 1 8 xios-3
0.0286764140000741 0.9906446899999536 23.342121184000007 16 write 1 8 8 xios-3
0.0136578830004054 1.0629856630000631 3.0583332839999 8 write 4 8 8 xios-3
0.8849851319992013 0.7542558559998724 55.821060321 32 write 1 8 1 xios-2
0.275366107999389 0.9016004790000808 26.78513328200006 16 write 1 1 1 xios-3
0.2807285119995413 0.9299359950000508 17.496859778000044 16 write 1 12 1 xios-3
0.0208132669997667 1.0349775610000052 19.94747302300016 8 write 1 8 8 xios-2
0.0036093449994041 1.7599702469997285 50.290588597999886 4 write 1 1 8 xios-2
0.0324990770000113 1.0538006159999895 11.832437948000006 32 write 4 12 16 xios-3
0.0021356539996304 2.334513436999714 50.80365151499973 4 write 1 1 16 xios-2
0.8937846920011907 0.9070118200002072 45.1545482009999 32 write 1 12 1 xios-2
0.020411316999997 0.8471466959999958 6.893430279 1 write 1 8 1 xios-2
0.0122086449996459 0.8845816490002107 3.797936588000084 16 write 8 8 8 xios-2
0.0039794220003841 1.4368419759998687 2.3754698710001776 8 write 8 8 16 xios-2
0.1044933500002116 0.9978163159998984 32.81928139299998 16 write 1 8 8 xios-2
0.0130763659999502 0.9410859929998878 3.080243102000168 8 write 8 1 8 xios-3
0.0037816009994458 0.9342733599996792 9.878349828999944 4 write 1 12 8 xios-2
0.0430031480000252 1.12036538700022 46.03894762900018 32 write 1 8 8 xios-3
0.0006763170000567 1.202698154000018 1.1659890419999783 1 write 8 12 16 xios-2
0.0047338560000298 1.0971566730000006 2.0705985060000103 4 write 4 8 16 xios-3
0.5725977760009755 0.9011335459999829 52.58923346000006 32 write 1 1 1 xios-3
0.0795200610001529 0.8241761150000002 1.8906982759999664 4 write 8 8 1 xios-3
0.0710570199999836 0.9496526279999956 2.7554899239999884 4 write 4 12 1 xios-3
0.0985085069996785 0.9970324710002388 24.25609115999987 16 write 1 12 8 xios-2
0.0109936479993848 0.9859247760000472 19.91549424699997 16 write 4 1 16 xios-3
0.4786950419988898 0.7513454820000334 7.783789669999805 16 write 4 12 1 xios-2
0.5668013300000894 0.8901499680000597 10.40573241600032 32 write 4 8 1 xios-3
0.0061593450004693 1.0426435000003949 1.9485163829999688 8 write 8 12 8 xios-2
0.0040579969995633 1.016824015000111 5.081655936000061 4 write 1 12 16 xios-3
0.1197413530003359 0.8253215859999727 14.180192204999912 32 write 4 8 8 xios-2
0.1894756880001296 0.832432309999831 58.621850973999926 32 write 1 8 8 xios-2
0.0855258359998742 0.9503093379998973 1.2011269649999576 4 write 8 12 1 xios-2
0.2832863140001791 0.9604775540001356 5.722679595000045 16 write 4 8 1 xios-3
0.0075024439999822 1.0870142230000113 2.05808474600002 1 write 1 8 8 xios-3
0.0131880690009893 1.015074813999945 5.857897518999835 16 write 4 12 16 xios-3
0.0088852230002203 1.0431226109999443 16.119822946 8 write 1 1 16 xios-3
0.5756818330009992 0.9308446180000374 34.584977827999865 32 write 1 12 1 xios-3
0.0462686770015352 1.0848493849998704 38.0019867799997 32 write 4 1 8 xios-3
0.9122216370005845 0.9083381479999844 19.70110128199985 32 write 8 1 1 xios-2
0.003367776999994 1.4412883610000335 5.5733934340000815 8 write 4 12 16 xios-2
0.047571447999644 1.6093212299999775 23.48872732599989 16 write 1 12 16 xios-2
0.0048664500000086 1.0610625620000178 1.0706987300000037 1 write 4 8 16 xios-3
0.0126890310007183 0.967885159999696 3.341531866999958 16 write 8 12 8 xios-2
0.0068550309999864 1.071237635999978 2.074449000999948 8 write 8 12 16 xios-3
0.0080429009998965 0.8578505140000061 6.079524376999984 4 write 4 1 8 xios-3
0.026424422000673 1.0366312199998902 3.0557249250000496 16 write 8 8 8 xios-3
0.0029633020000119 1.0916684520000215 1.0752264600000103 4 write 8 12 16 xios-3
0.1416581389997873 0.984175864000008 8.90098807000004 8 write 1 12 1 xios-3
0.1532905610004036 0.991823562000036 2.662162355999953 8 write 8 12 1 xios-3
0.2678964009987794 0.909491682999942 23.04399489100024 16 write 1 8 1 xios-3
0.1418708079995667 0.8971938610000052 11.905725578999864 8 write 1 8 1 xios-3
